年月,港口別,Total,國輪合計,外輪合計,進港合計,進港國輪,進港外輪,出港合計,出港國輪,出港外輪
201512,高雄港,8705472,1533123,7172349,5900618,1024249,4876369,2804854,508874,2295980
201512,臺中港,5652452,1459470,4192982,5011435,1347913,3663522,641017,111557,529460
201512,基隆港,1621597,605393,1016204,1324423,537233,787190,297174,68160,229014
201512,臺北港,1528316,216236,1312080,1302242,164015,1138227,226074,52221,173853
201512,花蓮港,975082,697539,277543,260587,26009,234578,714495,671530,42965
201512,蘇澳港,442535,117853,324682,334175,25353,308822,108360,92500,15860
201512,安平港,91740,38725,53015,80539,38480,42059,11201,245,10956
201601,國際商港,19237075,4501847,14735228,14523095,3137841,11385254,4713980,1364006,3349974
201601,高雄港,8507572,1689711,6817861,5792610,1138562,4654048,2714962,551149,2163813
201601,臺中港,5789081,1308572,4480509,5033467,1207063,3826404,755614,101509,654105
201601,臺北港,1887180,300006,1587174,1656272,249182,1407090,230908,50824,180084
201601,基隆港,1587220,482155,1105065,1297721,426429,871292,289499,55726,233773
201601,花蓮港,866827,555140,311687,257500,23313,234187,609327,531827,77500
201601,蘇澳港,497478,130592,366886,393261,60692,332569,104217,69900,34317
201601,安平港,101717,35671,66046,92264,32600,59664,9453,3071,6382
201602,國際商港,17426490,3726989,13699501,13083470,2586392,10497078,4343020,1140597,3202423
201602,高雄港,8859045,1259787,7599258,6109104,797125,5311979,2749941,462662,2287279
201602,臺中港,5554191,1475786,4078405,4952565,1367638,3584927,601626,108148,493478
201602,臺北港,1080163,117143,963020,892038,85887,806151,188125,31256,156869
201602,基隆港,876754,251171,625583,659924,211444,448480,216830,39727,177103
201602,花蓮港,598536,423177,175359,138644,38285,100359,459892,384892,75000
201602,蘇澳港,387132,181013,206119,266642,69713,196929,120490,111300,9190
201602,安平港,70669,18912,51757,64553,16300,48253,6116,2612,3504
201603,國際商港,21833624,4676551,17157073,16472986,3215152,13257834,5360638,1461399,3899239
201603,高雄港,10553346,1573409,8979937,7389847,1028478,6361369,3163499,544931,2618568
201603,臺中港,6531226,1468627,5062599,5640893,1330858,4310035,890333,137769,752564
201603,臺北港,1740592,332701,1407891,1496078,272877,1223201,244514,59824,184690
201603,基隆港,1499895,468026,1031869,1178390,404126,774264,321505,63900,257605
201603,花蓮港,930533,569896,360637,361394,57757,303637,569139,512139,57000
201603,蘇澳港,469413,218125,251288,313174,81756,231418,156239,136369,19870
201603,安平港,108619,45767,62852,93210,39300,53910,15409,6467,8942
201604,國際商港,21041064,4656905,16384159,15782548,3219550,12562998,5258516,1437355,3821161
201604,高雄港,10090676,1844986,8245690,6771684,1254833,5516851,3318992,590153,2728839
201604,臺中港,6401539,1197249,5204290,5702902,1067172,4635730,698637,130077,568560
201604,臺北港,1836914,382912,1454002,1602908,352101,1250807,234006,30811,203195
201604,基隆港,1416921,434507,982414,1118225,372850,745375,298696,61657,237039
201604,花蓮港,732393,583229,149164,142814,50650,92164,589579,532579,57000
201604,蘇澳港,455044,179345,275699,355435,93945,261490,99609,85400,14209
201604,安平港,107577,34677,72900,88580,27999,60581,18997,6678,12319
201605,國際商港,23021469,4474603,18546866,17733471,3162253,14571218,5287998,1312350,3975648
201605,高雄港,11027061,1238440,9788621,7670768,754488,6916280,3356293,483952,2872341
201605,臺中港,6946659,1535075,5411584,6211156,1429020,4782136,735503,106055,629448
201605,臺北港,2153276,454476,1698800,1909106,411145,1497961,244170,43331,200839
201605,基隆港,1617432,539041,1078391,1264634,420807,843827,352798,118234,234564
201605,花蓮港,764550,557196,207354,235655,28301,207354,528895,528895,0
201605,蘇澳港,348160,104593,243567,293470,78993,214477,54690,25600,29090
201605,安平港,164331,45782,118549,148682,39499,109183,15649,6283,9366
201606,國際商港,19756188,3546896,16209292,14768992,2419865,12349127,4987196,1127031,3860165
201606,高雄港,9129884,1127198,8002686,6108838,752973,5355865,3021046,374225,2646821
201606,臺中港,6194617,972911,5221706,5471488,867881,4603607,723129,105030,618099
201606,臺北港,1699966,301177,1398789,1470882,269838,1201044,229084,31339,197745
201606,基隆港,1515176,497891,1017285,1202309,421447,780862,312867,76444,236423
201606,花蓮港,760773,468600,292173,183947,19671,164276,576826,448929,127897
201606,蘇澳港,375086,147294,227792,269101,58694,210407,105985,88600,17385
201606,安平港,80686,31825,48861,62427,29361,33066,18259,2464,15795
201607,國際商港,21244939,4324074,16920865,16136464,3033070,13103394,5108475,1291004,3817471
201607,高雄港,9814506,1268053,8546453,6644646,742306,5902340,3169860,525747,2644113
201607,臺中港,6958406,1704111,5254295,6281914,1601181,4680733,676492,102930,573562
201607,臺北港,1748461,226891,1521570,1491478,174692,1316786,256983,52199,204784
201607,基隆港,1446041,470112,975929,1161081,403110,757971,284960,67002,217958
201607,花蓮港,842606,510312,332294,233825,38631,195194,608781,471681,137100
201607,蘇澳港,329007,105450,223557,233516,37150,196366,95491,68300,27191
201607,安平港,105912,39145,66767,90004,36000,54004,15908,3145,12763
201608,國際商港,21243321,3788528,17454793,16085079,2387993,13697086,5158242,1400535,3757707
201608,高雄港,10163987,991543,9172444,7080230,608250,6471980,3083757,383293,2700464
201608,臺中港,6164593,1213306,4951287,5452046,1101632,4350414,712547,111674,600873
201608,臺北港,1769825,257493,1512332,1490421,170864,1319557,279404,86629,192775
201608,基隆港,1625528,461893,1163635,1336367,386443,949924,289161,75450,213711
201608,花蓮港,928588,632940,295648,302818,25170,277648,625770,607770,18000
201608,蘇澳港,493042,206169,286873,336001,72000,264001,157041,134169,22872
201608,安平港,97758,25184,72574,87196,23634,63562,10562,1550,9012
201609,國際商港,17027943,3212716,13815227,12785922,2186716,10599206,4242021,1026000,3216021
201609,高雄港,7863266,1021278,6841988,5183889,653212,4530677,2679377,368066,2311311
201609,臺中港,5649694,1084177,4565517,5125918,1001514,4124404,523776,82663,441113
201609,臺北港,1291250,161638,1129612,1078579,119448,959131,212671,42190,170481
201609,基隆港,1153223,382139,771084,926787,335132,591655,226436,47007,179429
201609,花蓮港,678501,437728,240773,183823,27354,156469,494678,410374,84304
201609,蘇澳港,302010,96756,205254,206287,21056,185231,95723,75700,20023
201609,安平港,89999,29000,60999,80639,29000,51639,9360,0,9360
201610,國際商港,22962333,3680377,19281956,17600437,2349285,15251152,5361896,1331092,4030804
201610,高雄港,10545699,973907,9571792,7418785,485659,6933126,3126914,488248,2638666
201610,臺中港,7537322,1402356,6134966,6685647,1260637,5425010,851675,141719,709956
201610,臺北港,1933096,187208,1745888,1649298,112163,1537135,283798,75045,208753
201610,基隆港,1509432,467785,1041647,1166670,349478,817192,342762,118307,224455
201610,花蓮港,937554,530257,407297,277730,47029,230701,659824,483228,176596
201610,蘇澳港,406052,85864,320188,314495,61319,253176,91557,24545,67012
201610,安平港,93178,33000,60178,87812,33000,54812,5366,0,5366
201611,國際商港,20666772,3940750,16726022,15733953,2728134,13005819,4932819,1212616,3720203
201611,高雄港,9929263,1322867,8606396,6987142,895966,6091176,2942121,426901,2515220
201611,臺中港,6283994,1327086,4956908,5576287,1222917,4353370,707707,104169,603538
201611,臺北港,1727849,164152,1563697,1510588,123926,1386662,217261,40226,177035
201611,基隆港,1360546,432911,927635,1066320,364969,701351,294226,67942,226284
201611,花蓮港,877932,503414,374518,220939,18845,202094,656993,484569,172424
201611,蘇澳港,400198,150011,250187,290662,62211,228451,109536,87800,21736
201611,安平港,86990,40309,46681,82015,39300,42715,4975,1009,3966
201612,國際商港,20561647,3695719,16865928,15224021,2155033,13068988,5337626,1540686,3796940
201612,高雄港,10136511,1050072,9086439,6981681,511624,6470057,3154830,538448,2616382
201612,臺中港,5448048,1090160,4357888,4709376,971356,3738020,738672,118804,619868
201612,臺北港,1875074,209533,1665541,1622092,146533,1475559,252982,63000,189982
201612,基隆港,1616076,483509,1132567,1334356,424402,909954,281720,59107,222613
201612,花蓮港,770212,505997,264215,156719,20423,136296,613493,485574,127919
201612,蘇澳港,385266,103156,282110,306031,34254,271777,79235,68902,10333
201612,安平港,330460,253292,77168,113766,46441,67325,216694,206851,9843
201701,國際商港,21471287,3863667,17607620,16790158,2669658,14120500,4681129,1194009,3487120
201701,高雄港,9958822,1269520,8689302,7183371,1008462,6174909,2775451,261058,2514393
201701,臺中港,6559138,1026628,5532510,6034302,926093,5108209,524836,100535,424301
201701,臺北港,1881019,208946,1672073,1654567,173961,1480606,226452,34985,191467
201701,基隆港,1474891,490388,984503,1222382,420173,802209,252509,70215,182294
201701,花蓮港,820717,459553,361164,287694,52459,235235,533023,407094,125929
201701,蘇澳港,393062,104666,288396,295354,45966,249388,97708,58700,39008
201701,安平港,383638,303966,79672,112488,42544,69944,271150,261422,9728
201702,國際商港,18753144,3463433,15289711,14248742,2405013,11843729,4504402,1058420,3445982
201702,高雄港,9354110,1101627,8252483,6570578,731747,5838831,2783532,369880,2413652
201702,臺中港,5428075,1193616,4234459,4795569,1067387,3728182,632506,126229,506277
201702,臺北港,1581693,206352,1375341,1351395,171942,1179453,230298,34410,195888
201702,基隆港,1246187,370025,876162,991329,311781,679548,254858,58244,196614
201702,花蓮港,742220,374026,368194,293951,30820,263131,448269,343206,105063
201702,蘇澳港,270258,141246,129012,164946,62036,102910,105312,79210,26102
201702,安平港,130601,76541,54060,80974,29300,51674,49627,47241,2386
201703,國際商港,21548321,3903444,17644877,16659850,2695393,13964457,4888471,1208051,3680420
201703,高雄港,10309258,1268887,9040371,7343643,856187,6487456,2965615,412700,2552915
201703,臺中港,6753962,1295403,5458559,6021746,1165401,4856345,732216,130002,602214
201703,臺北港,1722782,203620,1519162,1459716,146803,1312913,263066,56817,206249
201703,基隆港,1552081,429941,1122140,1243363,342525,900838,308718,87416,221302
201703,花蓮港,689610,523873,165737,148334,48657,99677,541276,475216,66060
201703,蘇澳港,395591,148820,246771,325871,102920,222951,69720,45900,23820
201703,安平港,125037,32900,92137,117177,32900,84277,7860,0,7860
201704,國際商港,21302546,3473017,17829529,16544229,2379829,14164400,4758317,1093188,3665129
201704,高雄港,10012840,935139,9077701,7261375,659752,6601623,2751465,275387,2476078
201704,臺中港,6301054,1158605,5142449,5559245,1029413,4529832,741809,129192,612617
201704,臺北港,2083267,269690,1813577,1780012,201265,1578747,303255,68425,234830
201704,基隆港,1437288,416431,1020857,1138094,336687,801407,299194,79744,219450
201704,花蓮港,867824,523128,344696,289574,31788,257786,578250,491340,86910
201704,蘇澳港,472307,132124,340183,398773,83024,315749,73534,49100,24434
201704,安平港,127966,37900,90066,117156,37900,79256,10810,0,10810
201705,國際商港,22301276,4438314,17862962,17245058,3251707,13993351,5056218,1186607,3869611
201705,高雄港,10659379,1360421,9298958,7507209,948330,6558879,3152170,412091,2740079
201705,臺中港,7065879,1796244,5269635,6387261,1642201,4745060,678618,154043,524575
201705,臺北港,1805525,293242,1512283,1513249,251686,1261563,292276,41556,250720
201705,基隆港,1520862,373876,1146986,1201450,290442,911008,319412,83434,235978
201705,花蓮港,717179,462879,254300,183415,31461,151954,533764,431418,102346
201705,蘇澳港,407875,115787,292088,331630,51787,279843,76245,64000,12245
201705,安平港,124577,35865,88712,120844,35800,85044,3733,65,3668
201706,國際商港,19962974,3413478,16549496,15297847,2283663,13014184,4665127,1129815,3535312
201706,高雄港,9539096,1000169,8538927,6609950,575589,6034361,2929146,424580,2504566
201706,臺中港,6039926,1083504,4956422,5416389,944769,4471620,623537,138735,484802
201706,臺北港,1814254,308550,1505704,1527407,263971,1263436,286847,44579,242268
201706,基隆港,1492374,455082,1037292,1226385,411482,814903,265989,43600,222389
201706,花蓮港,735179,451665,283514,263958,35944,228014,471221,415721,55500
201706,蘇澳港,269549,86108,183441,191869,23508,168361,77680,62600,15080
201706,安平港,72596,28400,44196,61889,28400,33489,10707,0,10707
201707,國際商港,21371357,4119353,17252004,16152736,2975505,13177231,5218621,1143848,4074773
201707,高雄港,9831625,1302893,8528732,6592379,928388,5663991,3239246,374505,2864741
201707,臺中港,6645540,1564031,5081509,5870363,1388457,4481906,775177,175574,599603
201707,臺北港,2189099,222734,1966365,1871099,167605,1703494,318000,55129,262871
201707,基隆港,1485303,384663,1100640,1192569,329612,862957,292734,55051,237683
201707,花蓮港,770397,447629,322768,281306,55040,226266,489091,392589,96502
201707,蘇澳港,347093,164116,182977,249413,73116,176297,97680,91000,6680
201707,安平港,102300,33287,69013,95607,33287,62320,6693,0,6693
201708,國際商港,20722449,3486197,17236252,15915754,2380894,13534860,4806695,1105303,3701392
201708,高雄港,9362685,1138874,8223811,6402746,757928,5644818,2959939,380946,2578993
201708,臺中港,6815250,1143940,5671310,6114391,1001552,5112839,700859,142388,558471
201708,臺北港,1920810,182244,1738566,1633184,137078,1496106,287626,45166,242460
201708,基隆港,1388821,387969,1000852,1104405,341197,763208,284416,46772,237644
201708,花蓮港,774888,501565,273323,278957,44634,234323,495931,456931,39000
201708,蘇澳港,366464,96876,269588,296395,63776,232619,70069,33100,36969
201708,安平港,93531,34729,58802,85676,34729,50947,7855,0,7855
201709,國際商港,20500845,3537354,16963491,15786067,2409969,13376098,4714778,1127385,3587393
201709,高雄港,9761621,1058946,8702675,6963529,678695,6284834,2798092,380251,2417841
201709,臺中港,6149571,1250948,4898623,5461123,1130516,4330607,688448,120432,568016
201709,臺北港,2066686,215918,1850768,1742314,163616,1578698,324372,52302,272070
201709,基隆港,1422906,409239,1013667,1090623,321166,769457,332283,88073,244210
201709,花蓮港,623266,444139,179127,166803,31919,134884,456463,412220,44243
201709,蘇澳港,366279,117864,248415,256053,43757,212296,110226,74107,36119
201709,安平港,110516,40300,70216,105622,40300,65322,4894,0,4894
201710,國際商港,19772029,3585086,16186943,15178536,2566332,12612204,4593493,1018754,3574739
201710,高雄港,8863246,883259,7979987,6113634,535181,5578453,2749612,348078,2401534
201710,臺中港,6351415,1448269,4903146,5648227,1322710,4325517,703188,125559,577629
201710,臺北港,2011949,294456,1717493,1704249,220474,1483775,307700,73982,233718
201710,基隆港,1402402,470198,932204,1066673,370485,696188,335729,99713,236016
201710,花蓮港,678522,357381,321141,282100,33159,248941,396422,324222,72200
201710,蘇澳港,362520,101223,261297,270667,54023,216644,91853,47200,44653
201710,安平港,101975,30300,71675,92986,30300,62686,8989,0,8989
201711,國際商港,18708450,3733407,14975043,14073517,2781750,11291767,4634933,951657,3683276
201711,高雄港,8645658,980160,7665498,5940465,664149,5276316,2705193,316011,2389182
201711,臺中港,5645841,1509592,4136249,4886778,1396029,3490749,759063,113563,645500
201711,臺北港,1806263,181188,1625075,1509061,147204,1361857,297202,33984,263218
201711,基隆港,1624034,494734,1129300,1294577,441079,853498,329457,53655,275802
201711,花蓮港,624488,448538,175950,124224,26894,97330,500264,421644,78620
201711,蘇澳港,227848,79017,148831,187700,66217,121483,40148,12800,27348
201711,安平港,134318,40178,94140,130712,40178,90534,3606,0,3606
201712,國際商港,20069790,3479340,16590450,15348165,2509553,12838612,4721625,969787,3751838
201712,高雄港,9772632,643937,9128695,6937078,332174,6604904,2835554,311763,2523791
201712,臺中港,5592590,1687118,3905472,4865622,1562038,3303584,726968,125080,601888
201712,臺北港,2239987,191892,2048095,1910422,147057,1763365,329565,44835,284730
201712,基隆港,1416853,422165,994688,1073574,328853,744721,343279,93312,249967
201712,花蓮港,621524,406114,215410,197627,42117,155510,423897,363997,59900
201712,蘇澳港,313070,82314,230756,259864,51514,208350,53206,30800,22406
201712,安平港,113134,45800,67334,103978,45800,58178,9156,0,9156
201801,國際商港,21501839,3789862,17711977,16393479,2634200,13759279,5108360,1155662,3952698
201801,高雄港,9433161,982142,8451019,6392293,601958,5790335,3040868,380184,2660684
201801,臺中港,7179862,1548211,5631651,6426598,1415715,5010883,753264,132496,620768
201801,臺北港,2163079,164578,1998501,1803414,90249,1713165,359665,74329,285336
201801,基隆港,1479850,411893,1067957,1116879,355893,760986,362971,56000,306971
201801,花蓮港,774471,500076,274395,307024,73223,233801,467447,426853,40594
201801,蘇澳港,380008,148362,231646,269419,62562,206857,110589,85800,24789
201801,安平港,91408,34600,56808,77852,34600,43252,13556,0,13556
201802,國際商港,17072257,3125450,13946807,12923196,2236120,10687076,4149061,889330,3259731
201802,高雄港,8337627,975402,7362225,5728141,687099,5041042,2609486,288303,2321183
201802,臺中港,5101750,1166908,3934842,4576031,1061191,3514840,525719,105717,420002
201802,臺北港,1670143,252448,1417695,1298257,134597,1163660,371886,117851,254035
201802,基隆港,1044658,275252,769406,812721,240485,572236,231937,34767,197170
201802,花蓮港,492569,300680,191889,180197,27338,152859,312372,273342,39030
201802,蘇澳港,339407,121960,217447,250739,52610,198129,88668,69350,19318
201802,安平港,86103,32800,53303,77110,32800,44310,8993,0,8993
201803,國際商港,21349032,4497767,16851265,16022103,3119757,12902346,5326929,1378010,3948919
201803,高雄港,11042210,1498402,9543808,7961325,1088363,6872962,3080885,410039,2670846
201803,臺中港,5992106,1599392,4392714,5243734,1475218,3768516,748372,124174,624198
201803,臺北港,1683681,263988,1419693,1179761,74579,1105182,503920,189409,314511
201803,基隆港,1513962,455615,1058347,1173844,357872,815972,340118,97743,242375
201803,花蓮港,554479,455911,98568,82434,33466,48968,472045,422445,49600
201803,蘇澳港,425266,185659,239607,252603,51459,201144,172663,134200,38463
201803,安平港,137328,38800,98528,128402,38800,89602,8926,0,8926
201804,國際商港,19667710,4097750,15569960,14842086,2945661,11896425,4825624,1152089,3673535
201804,高雄港,9296825,1168878,8127947,6519555,852807,5666748,2777270,316071,2461199
201804,臺中港,6350389,1636137,4714252,5637988,1527869,4110119,712401,108268,604133
201804,基隆港,1344689,486143,858546,1026783,386676,640107,317906,99467,218439
201804,臺北港,1325616,154205,1171411,902954,35357,867597,422662,118848,303814
201804,花蓮港,754012,451655,302357,311184,47827,263357,442828,403828,39000
201804,蘇澳港,465339,153832,311507,327269,48225,279044,138070,105607,32463
201804,安平港,130840,46900,83940,116353,46900,69453,14487,0,14487
201805,國際商港,21168665,4642613,16526052,15973802,3388487,12585315,5194863,1254126,3940737
201805,高雄港,10268833,1599794,8669039,7224935,1279788,5945147,3043898,320006,2723892
201805,臺中港,6297796,1514895,4782901,5569653,1363558,4206095,728143,151337,576806
201805,臺北港,1749797,222018,1527779,1351506,109376,1242130,398291,112642,285649
201805,基隆港,1616764,583424,1033340,1220341,464381,755960,396423,119043,277380
201805,花蓮港,739818,487958,251860,225606,28581,197025,514212,459377,54835
201805,蘇澳港,410007,196028,213979,305682,104603,201079,104325,91425,12900
201805,安平港,85650,38496,47154,76079,38200,37879,9571,296,9275
201806,國際商港,20839357,4936702,15902655,15749120,3668654,12080466,5090237,1268048,3822189
201806,高雄港,9814295,1808840,8005455,6845425,1432976,5412449,2968870,375864,2593006
201806,臺中港,6510849,1743032,4767817,5826277,1604596,4221681,684572,138436,546136
201806,基隆港,1630468,490933,1139535,1291141,408893,882248,339327,82040,257287
201806,臺北港,1488127,209519,1278608,1054743,84990,969753,433384,124529,308855
201806,花蓮港,867703,522167,345536,329724,50688,279036,537979,471479,66500
201806,蘇澳港,376575,128275,248300,268962,52575,216387,107613,75700,31913
201806,安平港,151340,33936,117404,132848,33936,98912,18492,0,18492
201807,國際商港,21800496,4932121,16868375,16630240,3539528,13090712,5170256,1392593,3777663
201807,高雄港,9893101,1480884,8412217,6886287,1020730,5865557,3006814,460154,2546660
201807,臺中港,7303165,2038780,5264385,6550279,1907898,4642381,752886,130882,622004
201807,基隆港,1695842,542404,1153438,1351162,440287,910875,344680,102117,242563
201807,臺北港,1652824,192938,1459886,1232355,55013,1177342,420469,137925,282544
201807,花蓮港,679987,497543,182444,150380,24394,125986,529607,473149,56458
201807,蘇澳港,467873,148772,319101,366254,60406,305848,101619,88366,13253
201807,安平港,107704,30800,76904,93523,30800,62723,14181,0,14181
201808,國際商港,19756028,4181787,15574241,15146505,2988808,12157697,4609523,1192979,3416544
201808,高雄港,9390976,1587707,7803269,6746090,1198523,5547567,2644886,389184,2255702
201808,臺中港,6366794,1311871,5054923,5699655,1215067,4484588,667139,96804,570335
201808,臺北港,1566448,180375,1386073,1178453,53726,1124727,387995,126649,261346
201808,基隆港,1384708,428558,956150,1060723,378942,681781,323985,49616,274369
201808,花蓮港,596006,478617,117389,113592,39323,74269,482414,439294,43120
201808,蘇澳港,343860,158616,185244,248671,67227,181444,95189,91389,3800
201808,安平港,107236,36043,71193,99321,36000,63321,7915,43,7872
201809,國際商港,19996936,4218882,15778054,14907918,2975622,11932296,5089018,1243260,3845758
201809,基隆港,1357442,478270,879172,999074,394691,604383,358368,83579,274789
201809,臺中港,5789077,1399142,4389935,5041569,1262542,3779027,747508,136600,610908
201809,高雄港,10127610,1479686,8647924,7155109,1106272,6048837,2972501,373414,2599087
201809,花蓮港,768137,529263,238874,262864,41990,220874,505273,487273,18000
201809,臺北港,1410510,150602,1259908,1005619,43308,962311,404891,107294,297597
201809,蘇澳港,416044,145239,270805,334607,90139,244468,81437,55100,26337
201809,安平港,128116,36680,91436,109076,36680,72396,19040,0,19040
201810,國際商港,22096699,4754966,17341733,16814904,3423082,13391822,5281795,1331884,3949911
201810,基隆港,1428058,576290,851768,1080344,477552,602792,347714,98738,248976
201810,臺中港,7032711,1671582,5361129,6302277,1537396,4764881,730434,134186,596248
201810,高雄港,10871913,1571264,9300649,7824409,1210030,6614379,3047504,361234,2686270
201810,花蓮港,869423,572532,296891,216961,28104,188857,652462,544428,108034
201810,臺北港,1487577,235076,1252501,1058698,81478,977220,428879,153598,275281
201810,蘇澳港,265482,72722,192760,210602,33022,177580,54880,39700,15180
201810,安平港,141535,55500,86035,121613,55500,66113,19922,0,19922
201811,國際商港,17210186,4477705,12732481,12439021,3177318,9261703,4771165,1300387,3470778
201811,基隆港,1375281,479377,895904,1065908,420845,645063,309373,58532,250841
201811,臺中港,3465549,1039126,2426423,2904220,958800,1945420,561329,80326,481003
201811,高雄港,9731373,1862831,7868542,7000518,1508907,5491611,2730855,353924,2376931
201811,花蓮港,715960,561082,154878,130391,39463,90928,585569,521619,63950
201811,臺北港,1418159,274914,1143245,985458,105338,880120,432701,169576,263125
201811,蘇澳港,336595,181975,154620,212185,65565,146620,124410,116410,8000
201811,安平港,167269,78400,88869,140341,78400,61941,26928,0,26928
201812,國際商港,20158089,4361665,15796424,15061379,3034624,12026755,5096710,1327041,3769669
201812,基隆港,1409779,545939,863840,1094964,478142,616822,314815,67797,247018
201812,臺中港,5424148,1276641,4147507,4698767,1139607,3559160,725381,137034,588347
201812,高雄港,10589646,1566492,9023154,7663179,1214672,6448507,2926467,351820,2574647
201812,花蓮港,928392,583167,345225,323614,42884,280730,604778,540283,64495
201812,臺北港,1407927,239988,1167939,965441,62804,902637,442486,177184,265302
201812,蘇澳港,263649,101138,162511,206726,48215,158511,56923,52923,4000
201812,安平港,134548,48300,86248,108688,48300,60388,25860,0,25860
201901,國際商港,20523113,4654074,15869039,15494414,3326970,12167444,5028699,1327104,3701595
201901,基隆港,1428651,520177,908474,1161363,473817,687546,267288,46360,220928
201901,臺中港,6842980,1473425,5369555,6151597,1335575,4816022,691383,137850,553533
201901,高雄港,9619573,1685155,7934418,6616750,1277068,5339682,3002823,408087,2594736
201901,花蓮港,757144,538830,218314,163267,6143,157124,593877,532687,61190
201901,臺北港,1459862,218166,1241696,1082671,71316,1011355,377191,146850,230341
201901,蘇澳港,302627,168821,133806,224141,113551,110590,78486,55270,23216
201901,安平港,112276,49500,62776,94625,49500,45125,17651,0,17651
201902,國際商港,13741902,3865236,9876666,9833480,2788756,7044724,3908422,1076480,2831942
201902,基隆港,817908,351999,465909,564480,278645,285835,253428,73354,180074
201902,臺中港,4290485,1259567,3030918,3661906,1134361,2527545,628579,125206,503373
201902,高雄港,6873309,1559379,5313930,4671590,1188697,3482893,2201719,370682,1831037
201902,花蓮港,477828,381067,96761,62434,27523,34911,415394,353544,61850
201902,臺北港,833097,127936,705161,495686,12642,483044,337411,115294,222117
201902,蘇澳港,357952,150388,207564,303622,111988,191634,54330,38400,15930
201902,安平港,91323,34900,56423,73762,34900,38862,17561,0,17561
201903,國際商港,20638050,3984876,16653174,15170669,2675568,12495101,5467381,1309308,4158073
201903,基隆港,1381384,511458,869926,1066817,454451,612366,314567,57007,257560
201903,臺中港,5948696,1123895,4824801,5097419,915410,4182009,851277,208485,642792
201903,高雄港,10214040,1441180,8772860,7108284,1116429,5991855,3105756,324751,2781005
201903,花蓮港,784858,569112,215746,225315,42389,182926,559543,526723,32820
201903,臺北港,1753044,180813,1572231,1256565,22871,1233694,496479,157942,338537
201903,蘇澳港,411912,105077,306835,283062,70677,212385,128850,34400,94450
201903,安平港,144116,53341,90775,133207,53341,79866,10909,0,10909
201904,國際商港,19962879,4522048,15440831,14609491,3113952,11495539,5353388,1408096,3945292
201904,基隆港,1363029,556564,806465,1070016,499080,570936,293013,57484,235529
201904,臺中港,5673407,1318182,4355225,4912419,1187738,3724681,760988,130444,630544
201904,高雄港,10393700,1696719,8696981,7112155,1135171,5976984,3281545,561548,2719997
201904,花蓮港,675945,575264,100681,143414,96758,46656,532531,478506,54025
201904,臺北港,1477210,216492,1260718,1059828,61978,997850,417382,154514,262868
201904,蘇澳港,244466,96497,147969,193666,70897,122769,50800,25600,25200
201904,安平港,135122,62330,72792,117993,62330,55663,17129,0,17129
201905,國際商港,19693275,4664805,15028470,14192052,3176778,11015274,5501223,1488027,4013196
201905,基隆港,1419664,525955,893709,1102802,462893,639909,316862,63062,253800
201905,臺中港,5561243,1381418,4179825,4737521,1227022,3510499,823722,154396,669326
201905,高雄港,9799552,1840107,7959445,6537332,1232003,5305329,3262220,608104,2654116
201905,花蓮港,883251,524955,358296,337275,56729,280546,545976,468226,77750
201905,臺北港,1559659,283631,1276028,1110646,136992,973654,449013,146639,302374
201905,蘇澳港,321024,70739,250285,232776,23139,209637,88248,47600,40648
201905,安平港,148882,38000,110882,133700,38000,95700,15182,0,15182
201906,國際商港,20289879,4811872,15478007,14531436,3370745,11160691,5758443,1441127,4317316
201906,基隆港,1365084,455156,909928,1020745,403085,617660,344339,52071,292268
201906,臺中港,6023354,1393481,4629873,5135746,1244608,3891138,887608,148873,738735
201906,高雄港,10239957,2103091,8136866,6806520,1544439,5262081,3433437,558652,2874785
201906,花蓮港,815670,526878,288792,247532,40780,206752,568138,486098,82040
201906,臺北港,1457614,175906,1281708,1038776,46008,992768,418838,129898,288940
201906,蘇澳港,287455,117628,169827,201092,52925,148167,86363,64703,21660
201906,安平港,100745,39732,61013,81025,38900,42125,19720,832,18888
201907,國際商港,21313452,4852652,16460800,15844332,3295345,12548987,5469120,1557307,3911813
201907,基隆港,1444623,533209,911414,1116494,463589,652905,328129,69620,258509
201907,臺中港,6408616,1669931,4738685,5569988,1503989,4065999,838628,165942,672686
201907,高雄港,10632416,1676920,8955496,7458110,1163023,6295087,3174306,513897,2660409
201907,花蓮港,771886,573481,198405,213566,24861,188705,558320,548620,9700
201907,臺北港,1396559,185391,1211168,970091,34707,935384,426468,150684,275784
201907,蘇澳港,572979,172476,400503,441199,63976,377223,131780,108500,23280
201907,安平港,86373,41244,45129,74884,41200,33684,11489,44,11445
201908,國際商港,18867191,4278609,14588582,13613937,2813299,10800638,5253254,1465310,3787944
201908,基隆港,1154827,446144,708683,865804,403818,461986,289023,42326,246697
201908,臺中港,5766954,1465085,4301869,4953598,1289798,3663800,813356,175287,638069
201908,高雄港,9230421,1521457,7708964,6173005,983068,5189937,3057416,538389,2519027
201908,花蓮港,723722,513067,210655,162586,18631,143955,561136,494436,66700
201908,臺北港,1516328,171822,1344506,1104213,39650,1064563,412115,132172,279943
201908,蘇澳港,341902,138434,203468,240207,55734,184473,101695,82700,18995
201908,安平港,133037,22600,110437,114524,22600,91924,18513,0,18513
201909,國際商港,19407951,4028635,15379316,14428912,2532738,11896174,4979039,1495897,3483142
