年月,港口別,艘次總計,總噸位總計,中華民國艘次,中華民國總噸位,日本艘次,日本總噸位,韓國艘次,韓國總噸位,香港艘次,香港總噸位, 中國大陸艘次,中國大陸總噸位,越南艘次,越南總噸位,泰國艘次,泰國總噸位,馬來西亞艘次,馬來西亞總噸位,新加坡艘次,新加坡總噸位,菲律賓艘次,菲律賓總噸位,柬埔寨艘次,柬埔寨總噸位,印尼艘次,印尼總噸位,印度艘次,印度總噸位,沙烏地阿拉伯艘次,沙烏地阿拉伯,科威特艘次,科威特總噸位,賴比瑞亞艘次,賴比瑞亞總噸位,美國艘次,美國總噸位,巴拿馬艘次,巴拿馬總噸位,巴哈馬艘次,巴哈馬總噸位,宏都拉斯艘次,宏都拉斯總噸位,聖文森艘次,聖文森總噸位,安地瓜巴布達艘次,安地瓜巴布達總噸位,安地卡艘次,安地卡總噸位,貝里斯艘次,貝里斯總噸位,紐西蘭艘次,紐西蘭總噸位,吐瓦魯艘次,吐瓦魯總噸位,馬紹爾群島艘次,馬紹爾群島總噸位,法國艘次,法國總噸位,德國艘次,德國總噸位,義大利艘次,義大利總噸位,荷蘭艘次,荷蘭總噸位,英國艘次,英國總噸位,挪威艘次,挪威總噸位,丹麥艘次,丹麥總噸位,葡萄牙艘次,葡萄牙總噸位,希臘艘次,希臘總噸位,塞浦路斯艘次,塞浦路斯總噸位,馬爾他艘次,馬爾他總噸位,其他國籍艘次,其他國籍總噸位
201902,臺北港,278,6775464,71,1046256,0,0,7,39802,16,194648,11,136224,0,0,0,0,2,87620,67,1532620,0,0,0,0,0,0,0,0,0,0,0,0,8,259279,0,0,51,1775422,0,0,0,0,0,0,0,0,0,0,3,4934,0,0,0,0,3,146391,0,0,0,0,1,68888,0,0,14,793360,1,10508,0,0,1,27437,0,0,1,28007,8,600907,13,23161
201903,國際商港,3192,68587848,877,8913064,27,1070792,81,580167,359,8066839,238,1871378,7,41435,8,46150,6,337455,286,7176464,2,45324,0,0,19,123211,1,42403,6,303955,0,0,239,9355686,2,1481,443,11449621,62,2153994,1,2082,1,1864,20,218805,0,0,37,134673,0,0,1,12148,121,4301753,0,0,10,882476,10,602430,5,269100,30,1580019,17,392915,10,796844,20,666772,8,657696,43,1223461,66,3441302,129,1824089
201903,基隆港,477,7657543,154,976653,4,13636,8,164227,67,790973,45,427449,0,0,3,19179,1,7636,9,182043,0,0,0,0,0,0,0,0,1,29168,0,0,50,1699144,0,0,35,405916,37,1256571,0,0,0,0,6,57660,0,0,4,19833,0,0,0,0,16,334352,0,0,0,0,3,209216,1,82862,6,552410,0,0,0,0,0,0,0,0,2,34136,10,291492,15,102987
201903,高雄港,1516,39905167,368,3600307,19,891804,36,223593,174,5447392,80,609834,2,7525,1,3435,3,284589,137,3949999,1,22662,0,0,6,29244,1,42403,3,221620,0,0,132,5700819,2,1481,231,6482509,17,696971,0,0,1,1864,8,103485,0,0,19,76940,0,0,1,12148,68,2994279,0,0,8,810770,5,273071,2,92386,14,790559,7,208408,10,796844,18,611898,4,375170,31,972844,37,2286389,70,1281925
201903,花蓮港,98,760767,78,442401,1,5,0,0,1,22726,3,11310,0,0,0,0,0,0,2,16622,0,0,0,0,4,28087,0,0,0,0,0,0,0,0,0,0,5,76995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23216,0,0,0,0,0,0,1,82862,0,0,0,0,0,0,0,0,0,0,2,56543,0,0,0,0
201903,臺中港,648,11139252,149,2452344,1,48029,23,120459,78,1018304,80,647904,5,33910,4,23536,1,1420,58,1028999,1,22662,0,0,3,21960,0,0,2,53167,0,0,40,1037986,0,0,100,2255237,6,181354,1,2082,0,0,6,57660,0,0,8,20745,0,0,0,0,31,882940,0,0,2,71706,1,51255,1,10990,4,71548,3,83799,0,0,1,27437,4,282526,5,82421,10,212850,20,334022
201903,蘇澳港,41,479063,15,179666,0,0,0,0,1,20692,5,23608,0,0,0,0,0,0,1,8295,0,0,0,0,3,21960,0,0,0,0,0,0,1,22852,0,0,6,79835,0,0,0,0,0,0,0,0,0,0,1,7460,0,0,0,0,2,33959,0,0,0,0,0,0,0,0,0,0,2,22555,0,0,0,0,0,0,2,49510,0,0,2,8671
201903,安平港,38,280464,6,19214,0,0,6,24371,3,14907,3,6595,0,0,0,0,0,0,4,38240,0,0,0,0,1,7320,0,0,0,0,0,0,1,29744,0,0,3,18222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8473,0,0,0,0,0,0,0,0,0,0,4,48188,0,0,0,0,0,0,0,0,0,0,6,65190
201903,臺北港,374,8365592,107,1242479,2,117318,8,47517,35,751845,22,144678,0,0,0,0,1,43810,75,1952266,0,0,0,0,2,14640,0,0,0,0,0,0,15,865141,0,0,63,2130907,2,19098,0,0,0,0,0,0,0,0,5,9695,0,0,0,0,2,24534,0,0,0,0,1,68888,0,0,6,165502,1,29965,0,0,1,27437,0,0,1,28007,9,650571,16,31294
201904,國際商港,3247,69462648,933,9217796,30,1292921,96,770976,382,8333026,248,2118690,12,81912,8,58850,2,191458,265,6849663,2,2806,0,0,12,94463,1,165319,3,219118,0,0,249,8538192,1,21,422,11304771,62,2139108,0,0,1,1974,26,252440,0,0,20,57657,0,0,3,59375,124,4437458,3,42396,14,1354765,11,778914,3,183823,35,2351759,21,534761,7,391942,21,828900,7,481796,41,1488864,76,3919304,106,917430
201904,基隆港,539,8620052,206,1119460,5,33440,13,161604,73,1180348,50,490877,0,0,4,39397,0,0,10,234379,0,0,0,0,1,622,0,0,0,0,0,0,43,1388181,0,0,36,510726,30,1094250,0,0,0,0,7,67270,0,0,2,11647,0,0,0,0,13,405655,1,14132,0,0,4,376150,1,82862,8,953403,1,47861,0,0,1,66280,0,0,0,0,11,292321,19,49187
201904,高雄港,1453,39667971,327,3677313,21,1101732,40,307056,181,5215341,78,763068,7,45156,1,274,2,191458,129,4020261,2,2806,0,0,3,39192,1,165319,2,189950,0,0,142,5241424,0,0,217,6165201,20,720263,0,0,1,1974,8,74170,0,0,7,17866,0,0,1,12148,74,3066138,0,0,14,1354765,4,213733,0,0,11,883409,12,335790,6,371791,18,707746,5,340579,32,1211316,41,2682130,46,548602
201904,花蓮港,117,949767,101,546130,0,0,0,0,3,59009,1,4675,1,8216,0,0,0,0,0,0,0,0,0,0,2,14516,0,0,0,0,0,0,0,0,0,0,3,63832,1,45264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46295,0,0,0,0,0,0,1,82862,0,0,0,0,0,0,0,0,0,0,1,47984,1,30488,1,496
201904,臺中港,690,11687099,159,2278845,1,49720,29,224600,88,1225097,87,672757,4,28540,3,19179,0,0,59,1176657,0,0,0,0,3,21960,0,0,1,29168,0,0,44,1299394,0,0,97,2358703,9,211015,0,0,0,0,11,111000,0,0,8,20678,0,0,2,47227,28,786374,2,28264,0,0,1,51255,1,18099,5,91656,3,72957,0,0,0,0,2,141217,5,148852,13,286529,25,287356
201904,蘇澳港,40,520510,16,212766,0,0,1,7687,4,73463,6,25789,0,0,0,0,0,0,0,0,0,0,0,0,1,7320,0,0,0,0,0,0,0,0,0,0,8,136056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4724,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,52705,0,0,0,0
201904,安平港,39,320622,7,27940,1,499,7,33445,3,8943,2,5976,0,0,0,0,0,0,2,15194,0,0,0,0,1,7320,0,0,0,0,0,0,1,16442,0,0,5,69596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31801,0,0,0,0,0,0,0,0,0,0,5,78153,1,20151,0,0,0,0,0,0,0,0,2,5162
201904,臺北港,369,7696627,117,1355342,2,107530,6,36584,30,570825,24,155548,0,0,0,0,0,0,65,1403172,0,0,0,0,1,3533,0,0,0,0,0,0,19,592751,1,21,56,2000657,2,68316,0,0,0,0,0,0,0,0,3,7466,0,0,0,0,5,96471,0,0,0,0,2,137776,0,0,10,423291,0,0,0,0,2,54874,0,0,1,28007,10,627836,13,26627
201905,國際商港,3444,73777504,1032,10034610,38,1264678,103,840231,378,8619455,246,1988321,8,102943,10,139776,4,162872,312,8430337,1,1100,0,0,17,87729,1,57702,3,83149,0,0,255,9562604,1,1517,465,12814854,56,1909262,0,0,1,1714,22,257169,0,0,18,54353,0,0,1,12148,124,4526372,1,14132,11,826804,19,1328675,3,53842,38,2607449,14,394303,7,609137,22,956116,3,308965,41,1327252,62,2934732,127,1463201
201905,基隆港,576,8931379,220,1067863,5,17045,10,210441,81,1071176,53,488450,0,0,3,19179,0,0,11,204829,0,0,0,0,2,1244,0,0,0,0,0,0,43,1530712,0,0,35,523070,30,993515,0,0,0,0,5,48050,0,0,4,13868,0,0,0,0,17,313168,0,0,1,41225,4,462444,0,0,10,1385540,0,0,0,0,1,65918,0,0,0,0,11,316070,30,157572
201905,高雄港,1536,41933468,373,4241381,22,931538,56,347793,171,5700636,76,657371,4,49410,3,68757,2,115940,150,4701791,1,1100,0,0,7,33766,1,57702,1,29575,0,0,151,6224297,1,1517,239,7197053,19,730168,0,0,1,1714,8,111307,0,0,8,19196,0,0,1,12148,64,3110997,0,0,7,700815,8,498741,0,0,11,633041,6,119451,7,609137,18,787165,1,113973,31,1018139,33,2005305,55,1102544
201905,花蓮港,118,892944,95,453834,0,0,0,0,6,30213,1,4696,0,0,0,0,0,0,1,46935,0,0,0,0,3,21774,0,0,0,0,0,0,0,0,0,0,9,261198,1,51044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23250,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201905,臺中港,708,12393477,179,2547494,0,0,22,205893,90,1121345,81,641916,4,53533,4,51840,0,0,70,1293137,0,0,0,0,3,16305,0,0,2,53574,0,0,41,1063751,0,0,105,2701191,6,134535,0,0,0,0,9,97812,0,0,3,12341,0,0,0,0,28,848168,1,14132,3,84764,5,229714,3,53842,5,107420,4,226664,0,0,2,75596,2,194992,6,197085,11,241062,19,125371
201905,蘇澳港,47,569196,17,215703,0,0,3,21539,2,21522,7,34916,0,0,0,0,0,0,0,0,0,0,0,0,2,14640,0,0,0,0,0,0,2,45704,0,0,8,158643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,53533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2996
201905,安平港,52,369580,14,43790,6,2994,4,12551,1,16306,3,5421,0,0,0,0,1,3122,1,7324,0,0,0,0,0,0,0,0,0,0,0,0,2,57280,0,0,8,70283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,61281,0,0,0,0,0,0,0,0,0,0,4,48188,0,0,0,0,0,0,0,0,0,0,4,41040
201905,臺北港,407,8687460,134,1464545,5,313101,8,42014,27,658257,25,155551,0,0,0,0,1,43810,79,2176321,0,0,0,0,0,0,0,0,0,0,0,0,16,640860,0,0,61,1903416,0,0,0,0,0,0,0,0,0,0,3,8948,0,0,0,0,5,115975,0,0,0,0,2,137776,0,0,11,481448,0,0,0,0,1,27437,0,0,4,112028,7,372295,18,33678
201906,國際商港,3466,68882824,1132,9838548,40,1139360,97,653267,377,8075773,232,2006373,9,63681,7,71261,7,388990,271,7444371,5,59644,0,0,10,114218,1,57702,0,0,0,0,288,10402428,1,45,467,12663789,53,1579088,0,0,1,1830,21,248312,0,0,24,74231,0,0,1,3208,99,3710755,1,14132,7,506530,2,110908,5,51789,34,2355991,14,385008,7,576664,30,1007718,2,211259,47,1504665,64,2748591,110,812695
201906,基隆港,609,8364502,258,1070648,5,40230,10,137322,74,981307,46,462122,1,4767,3,19421,0,0,16,424464,2,19647,0,0,0,0,0,0,0,0,0,0,50,1683134,0,0,41,459554,28,786238,0,0,0,0,6,57660,0,0,7,26592,0,0,0,0,12,268938,1,14132,0,0,0,0,0,0,10,1413850,0,0,0,0,5,139496,0,0,1,66332,9,219214,24,69434
201906,高雄港,1466,38683903,347,4170969,25,872140,43,241264,175,5267773,73,695085,7,54147,1,32661,3,322840,121,3984210,3,39997,0,0,1,33042,1,57702,0,0,0,0,165,6698841,0,0,239,6713878,15,461694,0,0,1,1830,6,83928,0,0,9,28849,0,0,0,0,63,2671769,0,0,6,493580,1,42020,3,24079,12,563493,7,180716,7,576664,21,767426,1,113763,28,974416,34,1914460,48,600667
201906,花蓮港,122,801867,105,510358,1,0,0,0,2,72597,1,3770,0,0,0,0,1,19,1,9983,0,0,0,0,2,14640,0,0,0,0,0,0,0,0,0,0,8,186300,1,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201906,臺中港,763,12022509,242,2417697,1,50624,25,184160,90,1240948,79,636399,0,0,3,19179,2,45920,58,1163612,0,0,0,0,5,51896,0,0,0,0,0,0,45,1146260,0,0,108,2749966,8,255779,0,0,0,0,9,106724,0,0,4,8857,0,0,1,3208,19,649046,0,0,1,12950,0,0,1,18099,4,71548,6,174327,0,0,2,45922,1,97496,14,364879,16,409729,19,97284
201906,蘇澳港,54,615565,24,252420,0,0,2,11090,3,30335,4,18177,0,0,0,0,0,0,0,0,0,0,0,0,1,7320,0,0,0,0,0,0,5,123262,0,0,9,113880,0,0,0,0,0,0,0,0,0,0,1,1965,0,0,0,0,2,9448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,39795,0,0,1,7873
201906,安平港,44,265008,14,66964,5,2495,6,17714,2,6128,2,5976,0,0,0,0,0,0,0,0,0,0,0,0,1,7320,0,0,0,0,0,0,3,56967,0,0,8,59074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8539,0,0,0,0,0,0,0,0,0,0,1,29965,0,0,0,0,0,0,0,0,0,0,1,3866
201906,臺北港,408,8129470,142,1349492,3,173871,11,61717,31,476685,27,184844,1,4767,0,0,1,20211,75,1862102,0,0,0,0,0,0,0,0,0,0,0,0,20,693964,1,45,54,2381137,1,71177,0,0,0,0,0,0,0,0,3,7968,0,0,0,0,2,103015,0,0,0,0,1,68888,1,9611,8,307100,0,0,0,0,2,54874,0,0,2,59243,5,205188,17,33571
201907,國際商港,3599,71609331,1185,9668999,27,1325823,92,732846,400,9001533,238,2014662,7,87001,6,39495,8,473285,292,8266362,5,76195,0,0,7,26221,3,42876,3,88941,0,0,237,8628025,0,0,423,10644930,64,2496999,1,2082,3,5423,27,319630,0,0,33,103015,0,0,2,1698,133,4806298,2,79862,11,802649,7,420949,2,27373,44,2638014,17,462465,7,491403,32,1127190,5,345386,54,1805847,66,3035073,156,1520781
201907,基隆港,624,8704688,261,1032771,2,6818,10,159253,81,1287815,45,469635,1,4089,4,26709,0,0,11,220494,2,21496,0,0,0,0,0,0,0,0,0,0,45,1695304,0,0,32,251449,32,1122585,0,0,0,0,6,57660,0,0,4,5980,0,0,1,849,15,397382,1,14132,1,41225,0,0,0,0,12,1263085,0,0,0,0,6,157619,0,0,3,103984,8,231127,41,133227
201907,高雄港,1468,40102323,320,3964468,18,1080291,47,333978,182,5343359,83,648620,4,69708,0,0,7,447575,136,4843367,3,54699,0,0,0,0,1,19785,2,59366,0,0,141,5653534,0,0,204,5446105,16,895745,1,2082,1,1714,8,103148,0,0,16,54665,0,0,1,849,76,3218914,1,65730,8,712513,3,189031,2,27373,13,696870,8,236241,7,491403,22,870523,2,175869,33,1147734,37,2186918,65,1060146
201907,花蓮港,163,868914,147,498882,0,0,0,0,1,44120,3,31196,0,0,0,0,0,0,2,64420,0,0,0,0,2,14640,0,0,0,0,0,0,0,0,0,0,7,172769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201907,臺中港,815,12645998,254,2443638,1,50625,23,178835,98,1363701,79,683913,1,4988,2,12786,1,25710,65,1148633,0,0,0,0,3,4515,1,3306,1,29575,0,0,40,1018101,0,0,106,2532612,9,265247,0,0,0,0,13,158822,0,0,5,13509,0,0,0,0,32,964938,0,0,2,48911,1,51255,0,0,6,119446,7,176630,0,0,3,71611,3,169517,15,470108,15,376684,29,258382
201907,蘇澳港,52,571160,20,249916,0,0,1,5649,3,81858,2,9874,1,8216,0,0,0,0,0,0,0,0,0,0,0,0,1,19785,0,0,0,0,0,0,0,0,12,107625,0,0,0,0,0,0,0,0,0,0,5,20146,0,0,0,0,2,9448,0,0,0,0,0,0,0,0,1,30011,0,0,0,0,0,0,0,0,0,0,0,0,4,28632
201907,安平港,49,239049,24,98929,3,3534,5,21625,1,6843,2,5976,0,0,0,0,0,0,2,22068,0,0,0,0,0,0,0,0,0,0,0,0,1,11320,0,0,5,26456,0,0,0,0,1,1879,0,0,0,0,0,0,0,0,0,0,1,8539,0,0,0,0,0,0,0,0,0,0,1,23230,0,0,0,0,0,0,0,0,0,0,3,8650
201907,臺北港,428,8477199,159,1380395,3,184555,6,33506,34,873837,24,165448,0,0,0,0,0,0,76,1967380,0,0,0,0,2,7066,0,0,0,0,0,0,10,249766,0,0,57,2107914,7,213422,0,0,1,1830,0,0,0,0,3,8715,0,0,0,0,7,207077,0,0,0,0,2,137776,0,0,12,528602,1,26364,0,0,1,27437,0,0,3,84021,6,240344,14,31744
201908,國際商港,3493,69255250,1092,9759441,21,979069,96,697423,393,9233971,239,1990903,10,106090,11,99876,10,462938,285,7178407,11,145372,0,0,14,42846,2,6612,4,117486,0,0,246,9902424,2,2733,437,10797317,77,2354370,0,0,4,7302,28,394856,0,0,37,122577,0,0,2,36363,112,3945970,2,28264,10,726822,7,369502,1,5469,37,1883293,17,410927,9,657232,23,733087,3,314024,45,1703734,67,3075254,139,963296
201908,基隆港,573,7480532,234,1005392,2,6818,11,139779,74,828923,47,490991,3,17078,5,31836,0,0,12,324053,1,8715,0,0,0,0,0,0,0,0,0,0,44,1763150,1,2641,39,516564,32,916668,0,0,0,0,5,48050,0,0,6,25317,0,0,0,0,14,226111,1,14132,1,41225,1,54152,0,0,9,619957,0,0,0,0,3,55093,0,0,5,131369,6,187571,17,24947
201908,高雄港,1444,39315871,314,4143710,13,603265,41,292976,190,6209804,71,609985,2,63932,2,39164,7,367060,127,3804106,3,41593,0,0,4,13674,0,0,2,58743,0,0,148,6123207,1,92,213,6010376,23,882662,0,0,3,5423,9,115988,0,0,17,57162,0,0,2,36363,60,2608844,1,14132,8,649744,5,246462,1,5469,14,676145,9,295856,8,627066,17,598779,2,204875,30,1202495,37,2053328,60,653391
201908,花蓮港,155,807972,133,421301,0,0,1,19883,5,123672,3,13322,0,0,0,0,1,12,0,0,3,30020,0,0,2,14640,0,0,0,0,0,0,1,43301,0,0,4,52820,1,44866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201908,臺中港,804,11972290,241,2479085,2,108105,26,173007,91,1411784,83,638264,3,15325,3,19179,2,95866,67,1091620,2,31457,0,0,8,14532,2,6612,2,58743,0,0,39,1129010,0,0,101,2016642,15,391252,0,0,0,0,13,199701,0,0,9,27897,0,0,0,0,27,835343,0,0,1,35853,0,0,0,0,4,71548,6,74598,1,30166,1,24341,0,0,8,333304,15,453461,32,205595
201908,蘇澳港,48,626540,23,294641,0,0,3,15117,1,23749,5,23015,0,0,0,0,0,0,2,64627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19949,0,0,0,0,0,0,1,31117,0,0,2,5924,0,0,0,0,4,106864,0,0,0,0,0,0,0,0,0,0,1,10508,0,0,0,0,0,0,0,0,1,31029,0,0
201908,安平港,50,375774,13,85409,0,0,8,20715,2,17133,3,8004,0,0,0,0,0,0,3,21305,0,0,0,0,0,0,0,0,0,0,0,0,3,70572,0,0,7,77152,0,0,0,0,1,1879,0,0,0,0,0,0,0,0,0,0,1,8294,0,0,0,0,0,0,0,0,0,0,1,29965,0,0,0,0,0,0,0,0,1,13015,7,22331
201908,臺北港,419,8676271,134,1329903,4,260881,6,35946,30,618906,27,207322,2,9755,1,9697,0,0,74,1872696,2,33587,0,0,0,0,0,0,0,0,0,0,11,773184,0,0,68,2103814,6,118922,0,0,0,0,0,0,0,0,3,6277,0,0,0,0,5,116379,0,0,0,0,1,68888,0,0,10,515643,0,0,0,0,2,54874,1,109149,2,36566,7,336850,23,57032
201909,國際商港,3321,66893695,1020,9892033,28,1340127,69,545248,423,8672864,218,1875659,12,74485,11,79532,8,299664,276,7062856,2,14091,0,0,9,40774,4,13224,1,23999,0,0,229,8504200,1,2641,458,11908402,59,1752825,0,0,4,7418,26,296399,0,0,24,73698,0,0,1,2245,127,4609840,5,366346,8,600814,8,446584,2,15080,38,1861242,8,330424,7,444262,23,891266,8,433866,45,1144422,39,1996495,120,1270670
201909,基隆港,537,7299844,224,1033836,3,10227,8,120909,80,1124443,35,366160,2,12305,3,18940,0,0,11,212531,0,0,0,0,0,0,0,0,0,0,0,0,43,1591861,1,2641,38,522790,29,831610,0,0,1,1830,6,57660,0,0,5,20276,0,0,0,0,15,314320,0,0,0,0,0,0,0,0,8,619528,3,90666,0,0,4,121011,0,0,5,80129,5,130156,8,16015
201909,高雄港,1460,37783084,341,4351264,19,968490,28,204679,193,5224969,77,717456,5,41364,2,25389,6,203923,134,3967541,2,14091,0,0,1,6953,0,0,0,0,0,0,136,5307917,0,0,234,6145382,14,436123,0,0,3,5588,9,117870,0,0,11,29252,0,0,1,2245,72,3219744,4,352214,7,564961,4,233744,2,15080,14,713974,2,63522,6,414096,15,673097,4,208518,30,862033,27,1700932,57,990673
201909,花蓮港,94,598558,83,397969,0,0,0,0,2,51106,1,4675,0,0,0,0,0,0,0,0,0,0,0,0,3,21960,0,0,0,0,0,0,0,0,0,0,4,76553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201909,臺中港,771,12671822,224,2344864,2,97745,21,156012,111,1578358,71,576965,5,20816,6,35203,1,95729,62,1192138,0,0,0,0,5,11861,4,13224,1,23999,0,0,40,1337032,0,0,107,2647207,10,330411,0,0,0,0,10,111258,0,0,4,16250,0,0,0,0,30,874636,1,14132,1,35853,3,143952,0,0,5,89435,3,176236,1,30166,1,18485,4,225348,5,114490,6,146581,27,213436
201909,蘇澳港,47,564049,18,251134,0,0,1,7687,4,39946,4,16194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22852,0,0,13,141529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,57117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25618,0,0,0,0,0,0,1,1972
201909,安平港,35,209314,7,62360,0,0,5,17210,1,8862,4,13343,0,0,0,0,0,0,2,16608,0,0,0,0,0,0,0,0,0,0,0,0,2,46952,0,0,5,26867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12854
201909,臺北港,377,7767024,123,1450606,4,263665,6,38751,32,645180,26,180866,0,0,0,0,1,12,67,1674038,0,0,0,0,0,0,0,0,0,0,0,0,7,197586,0,0,57,2348074,6,154681,0,0,0,0,1,9611,0,0,4,7920,0,0,0,0,4,93470,0,0,0,0,1,68888,0,0,11,438305,0,0,0,0,2,53055,0,0,5,87770,1,18826,19,35720
201910,國際商港,3317,67214079,1023,9762562,20,1012684,71,659440,398,9043587,218,1841144,14,85492,10,68212,7,597878,301,8142270,2,20505,0,0,9,39222,3,116919,4,251002,0,0,222,8607656,1,12679,465,10976162,63,2047990,0,0,5,10238,22,284209,0,0,22,66270,0,0,6,51458,110,3744484,4,107590,7,410284,8,448638,5,42230,35,1822155,10,454540,6,434188,33,944873,4,361894,38,1281239,54,2594285,117,870100
201910,基隆港,556,7699692,224,972113,2,6818,11,148910,70,900971,42,416914,0,0,4,29071,0,0,16,363556,1,12991,0,0,0,0,0,0,0,0,0,0,40,1628833,0,0,45,650373,29,973619,0,0,1,1830,6,84581,0,0,2,11489,0,0,0,0,9,250968,1,14132,1,41225,7,397383,1,429,2,231812,1,47861,0,0,4,86825,0,0,5,137684,8,235701,24,53603
201910,高雄港,1411,37387789,314,3977566,11,603958,29,294007,179,5842078,74,653113,6,35449,2,13327,5,458339,141,4682664,1,7514,0,0,0,0,1,39727,3,221211,0,0,137,5498279,1,12679,228,5393999,19,635798,0,0,4,8408,10,133462,0,0,13,40499,0,0,5,48250,61,2588476,3,93458,5,333206,1,51255,3,26779,14,813787,4,186205,5,404022,23,738281,2,222571,27,957721,30,1856185,50,515516
201910,花蓮港,112,779721,95,499778,0,0,0,0,3,61531,1,4675,0,0,0,0,0,0,0,0,0,0,0,0,3,21960,1,44007,0,0,0,0,0,0,0,0,6,102056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30277,2,15437
201910,臺中港,775,12226547,242,2617309,3,149918,24,190590,109,1643225,72,571328,6,33593,4,25814,1,95729,62,1135726,0,0,0,0,4,10196,1,33185,1,29791,0,0,33,899098,0,0,107,2275528,13,419475,0,0,0,0,6,66166,0,0,4,8073,0,0,1,3208,28,705552,0,0,1,35853,0,0,1,15022,7,154835,5,220474,1,30166,5,92330,1,30174,4,140759,12,372366,17,221064
201910,蘇澳港,43,427696,25,201612,0,0,1,3698,1,8679,5,24602,0,0,0,0,0,0,2,74205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29064,0,0,0,0,0,0,0,0,0,0,1,1491,0,0,0,0,2,27993,0,0,0,0,0,0,0,0,1,30011,0,0,0,0,0,0,0,0,0,0,1,26341,0,0
201910,安平港,44,367462,18,112673,0,0,4,14914,3,30141,1,2995,0,0,0,0,0,0,2,16462,0,0,0,0,0,0,0,0,0,0,0,0,3,79874,0,0,8,75749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14377
201910,臺北港,376,8325172,105,1381511,4,251990,2,7321,33,556962,23,167517,2,16450,0,0,1,43810,78,1869657,0,0,0,0,2,7066,0,0,0,0,0,0,9,501572,0,0,67,2449393,2,19098,0,0,0,0,0,0,0,0,2,4718,0,0,0,0,8,151218,0,0,0,0,0,0,0,0,11,591710,0,0,0,0,1,27437,1,109149,2,45075,2,73415,21,50103
201911,國際商港,3137,65329674,942,8958190,23,1381431,80,717091,376,7464277,213,1955926,12,68458,10,204333,3,73813,276,7985848,2,68628,0,0,4,53661,0,0,4,105531,0,0,225,8948511,0,0,466,12122286,76,2064930,0,0,3,5258,12,150094,0,0,24,87236,1,19,0,0,92,3199988,1,14132,11,817655,6,301879,4,186215,31,1474656,14,482582,8,468576,29,808028,3,320147,43,1398608,40,2465729,103,975958
201911,基隆港,487,6954647,161,910551,2,6818,9,149413,78,1045701,51,513271,0,0,2,14052,2,30003,19,383326,2,68628,0,0,0,0,0,0,0,0,0,0,34,1309430,0,0,38,561340,33,873670,0,0,0,0,3,28830,0,0,5,25537,0,0,0,0,11,235321,0,0,0,0,3,170307,1,82862,1,115906,1,47861,0,0,3,55455,0,0,6,158904,4,117549,18,49912
201911,高雄港,1400,37455459,331,3810629,17,1149031,31,318593,168,4480689,70,679538,4,18517,3,84068,0,0,138,4755594,0,0,0,0,2,39021,0,0,1,29168,0,0,141,6046775,0,0,228,6390044,22,651184,0,0,2,3544,5,82477,0,0,9,24279,1,19,0,0,50,2050838,1,14132,8,732891,2,113538,3,103353,14,796132,8,221601,6,418259,22,654179,1,113502,33,1102865,27,1912646,52,658353
