年月,港口別,艘次總計,總噸位總計,中華民國艘次,中華民國總噸位,日本艘次,日本總噸位,韓國艘次,韓國總噸位,香港艘次,香港總噸位, 中國大陸艘次,中國大陸總噸位,越南艘次,越南總噸位,泰國艘次,泰國總噸位,馬來西亞艘次,馬來西亞總噸位,新加坡艘次,新加坡總噸位,菲律賓艘次,菲律賓總噸位,柬埔寨艘次,柬埔寨總噸位,印尼艘次,印尼總噸位,印度艘次,印度總噸位,沙烏地阿拉伯艘次,沙烏地阿拉伯,科威特艘次,科威特總噸位,賴比瑞亞艘次,賴比瑞亞總噸位,美國艘次,美國總噸位,巴拿馬艘次,巴拿馬總噸位,巴哈馬艘次,巴哈馬總噸位,宏都拉斯艘次,宏都拉斯總噸位,聖文森艘次,聖文森總噸位,安地瓜巴布達艘次,安地瓜巴布達總噸位,安地卡艘次,安地卡總噸位,貝里斯艘次,貝里斯總噸位,紐西蘭艘次,紐西蘭總噸位,吐瓦魯艘次,吐瓦魯總噸位,馬紹爾群島艘次,馬紹爾群島總噸位,法國艘次,法國總噸位,德國艘次,德國總噸位,義大利艘次,義大利總噸位,荷蘭艘次,荷蘭總噸位,英國艘次,英國總噸位,挪威艘次,挪威總噸位,丹麥艘次,丹麥總噸位,葡萄牙艘次,葡萄牙總噸位,希臘艘次,希臘總噸位,塞浦路斯艘次,塞浦路斯總噸位,馬爾他艘次,馬爾他總噸位,其他國籍艘次,其他國籍總噸位
201806,花蓮港,117,960474,84,474884,0,0,0,0,9,6422,5,17700,0,0,0,0,4,76,1,45232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,309240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,95968,0,0,1,8
201806,臺中港,647,11848061,135,2405454,3,75977,18,88580,78,1086616,83,706570,5,36556,2,12786,1,36,52,1055214,0,0,0,0,0,0,0,0,2,53574,0,0,25,694972,0,0,127,2930388,2,112053,0,0,0,0,8,76880,0,0,9,17266,0,0,1,17209,24,906555,0,0,1,0,2,102510,0,0,10,176238,2,94836,0,0,6,131055,2,128663,5,339778,8,247135,36,351160
201806,蘇澳港,52,634109,18,227647,0,0,0,0,6,69920,5,20230,0,0,0,0,0,0,1,32957,1,9588,0,0,0,0,0,0,0,0,0,0,1,22852,0,0,12,126080,0,0,0,0,0,0,0,0,0,0,2,13281,0,0,0,0,2,64325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24150,3,23079
201806,安平港,50,343070,13,77364,1,499,6,21944,5,60627,6,18306,0,0,0,0,1,3122,4,59684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,66725,0,0,0,0,1,1974,0,0,0,0,0,0,0,0,0,0,2,11035,0,0,0,0,0,0,0,0,0,0,0,0,1,20151,0,0,0,0,0,0,0,0,1,1639
201806,臺北港,356,7706441,99,984112,3,176030,4,18350,37,790746,17,126006,1,1599,1,8610,0,0,70,1795085,0,0,0,0,0,0,0,0,0,0,0,0,17,590772,0,0,62,1862708,2,142354,0,0,0,0,0,0,0,0,5,8428,0,0,0,0,3,155334,0,0,0,0,1,68888,0,0,11,486015,0,0,0,0,5,137796,0,0,1,26611,4,298874,13,28123
201807,國際商港,3306,68583944,934,10057476,23,839591,67,456013,426,8668933,233,2103830,11,66955,5,69337,8,313187,294,7665842,6,83855,0,0,5,110611,2,24210,3,83149,0,0,211,7818236,0,0,499,10767989,51,2188809,3,12618,2,3578,28,293957,0,0,33,89966,0,0,0,0,121,4305647,2,28264,10,684353,8,419920,1,15027,59,3082893,11,441920,11,749579,36,995399,4,232107,29,1685465,55,2813750,115,1411478
201807,基隆港,501,8424406,177,1393160,2,6818,3,43288,76,1092962,54,507151,0,0,1,6393,0,0,14,292041,1,12991,0,0,0,0,0,0,1,29575,0,0,35,1266554,0,0,40,518472,23,1008768,0,0,0,0,9,86490,0,0,1,1720,0,0,0,0,19,477834,2,28264,0,0,1,54152,0,0,16,1135513,0,0,0,0,4,182860,0,0,0,0,9,210227,13,69173
201807,高雄港,1536,38853787,368,4279724,13,528142,35,284472,204,5511394,77,852782,6,33166,2,49910,2,220153,134,3906672,5,70864,0,0,3,59263,1,12105,0,0,0,0,136,5226801,0,0,253,5642909,21,875633,2,8208,0,0,9,89860,0,0,10,32567,0,0,0,0,66,2651242,0,0,10,684353,5,248896,1,15027,20,1100250,7,328842,10,729428,24,636796,2,144665,26,1498537,36,2139197,48,991929
201807,花蓮港,119,639111,96,431844,0,0,0,0,11,61273,3,31220,0,0,0,0,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,66588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43721,0,0,0,0,1,4427
201807,臺中港,671,11960247,139,2605220,2,49398,18,71729,87,1096003,74,577223,5,33789,2,13034,0,0,66,1269510,0,0,0,0,1,25674,1,12105,1,23999,0,0,24,757456,0,0,124,2770059,4,170604,1,4410,0,0,10,117607,0,0,12,36076,0,0,0,0,34,1159559,0,0,0,0,1,47984,0,0,9,158351,3,102570,0,0,5,91599,1,43721,2,138944,7,278288,38,305335
201807,蘇澳港,56,733790,25,340656,0,0,1,8577,4,36921,3,11559,0,0,0,0,1,25709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,78376,0,0,14,151240,2,62627,0,0,0,0,0,0,0,0,1,2972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10508,0,0,0,0,0,0,0,0,0,0,1,4645
201807,安平港,46,286848,15,67018,1,499,2,8341,4,14924,3,8839,0,0,0,0,0,0,1,23190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,84758,0,0,0,0,2,3578,0,0,0,0,1,1972,0,0,0,0,1,8473,0,0,0,0,0,0,0,0,1,26751,0,0,1,20151,0,0,0,0,0,0,0,0,6,18354
201807,臺北港,377,7685755,114,939854,5,254734,8,39606,40,855456,19,115056,0,0,0,0,3,67287,79,2174429,0,0,0,0,1,25674,0,0,1,29575,0,0,13,489049,0,0,55,1533963,1,71177,0,0,0,0,0,0,0,0,8,14659,0,0,0,0,1,8539,0,0,0,0,1,68888,0,0,13,662028,0,0,0,0,3,84144,0,0,1,47984,3,186038,8,17615
201808,國際商港,3207,66738936,882,8925524,21,830174,77,588754,413,9378379,244,2051464,8,82566,10,117697,14,734209,288,7670031,6,89218,0,0,3,14981,0,0,5,143163,0,0,213,7748010,2,3130,462,10498685,50,1648981,7,25036,3,5374,29,308928,0,0,28,61700,0,0,0,0,135,4996401,0,0,12,920398,8,399016,0,0,48,2593413,4,116285,10,790363,36,1154043,3,277093,26,1224708,52,2390233,108,950979
201808,基隆港,472,7638884,156,1175101,5,14377,5,63616,75,1083291,46,439825,1,4022,2,15003,2,18305,12,155675,2,19324,0,0,0,0,0,0,1,29791,0,0,39,1462933,0,0,40,718402,26,784478,0,0,0,0,9,86490,0,0,1,2998,0,0,0,0,19,442982,0,0,0,0,1,54152,0,0,11,731427,1,10508,0,0,1,41331,0,0,2,45404,8,190093,7,49356
201808,高雄港,1447,38159070,309,3715850,14,695413,33,257637,193,5926654,86,784675,2,8190,4,78300,9,672056,135,4283390,3,60163,0,0,1,3533,0,0,1,29791,0,0,126,4698752,2,3130,248,6159441,12,205673,2,7820,3,5374,11,137175,0,0,13,28746,0,0,0,0,75,3110873,0,0,12,920398,5,248896,0,0,15,980259,3,105777,9,770212,26,810971,2,190493,22,1142856,30,1601209,41,515363
201808,花蓮港,137,582226,119,407931,0,0,1,6422,9,49427,2,9380,0,0,0,0,2,38,1,9981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,61897,1,37150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201808,臺中港,664,11797148,118,2000874,0,0,23,137860,93,1605141,79,635668,5,70354,4,24394,0,0,65,1343921,1,9731,0,0,1,7915,0,0,2,53790,0,0,27,731970,0,0,115,2347999,6,337475,5,17216,0,0,9,85263,0,0,8,18525,0,0,0,0,33,1129338,0,0,0,0,2,95968,0,0,9,277058,0,0,0,0,6,117656,1,86600,2,36448,9,281231,41,344753
201808,蘇澳港,45,577889,23,332929,0,0,0,0,3,19393,5,23411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,73547,0,0,7,76651,1,38877,0,0,0,0,0,0,0,0,2,3445,0,0,0,0,1,7247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2389
201808,安平港,43,354009,11,81324,0,0,4,18764,1,2981,5,15034,0,0,0,0,0,0,2,25928,0,0,0,0,0,0,0,0,0,0,0,0,4,103757,0,0,11,71181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20151,0,0,0,0,0,0,0,0,4,14889
201808,臺北港,399,7629710,146,1211515,2,120384,11,104455,39,691492,21,143471,0,0,0,0,1,43810,73,1851136,0,0,0,0,1,3533,0,0,1,29791,0,0,15,677051,0,0,39,1063114,4,245328,0,0,0,0,0,0,0,0,4,7986,0,0,0,0,7,305961,0,0,0,0,0,0,0,0,13,604669,0,0,0,0,3,184085,0,0,0,0,5,317700,14,24229
201809,國際商港,3087,66474913,797,8734528,23,1031060,74,441435,378,8166795,222,1845777,10,56198,8,105719,10,278414,285,7889249,3,33083,0,0,1,1201,0,0,6,170234,0,0,227,8179579,0,0,478,11207724,54,1765515,11,38435,1,1714,20,219250,0,0,26,68214,0,0,1,2245,133,4816951,1,14132,12,921131,10,533280,0,0,46,2445098,12,494305,10,920450,34,1305163,1,97496,29,1087229,50,2495815,114,1107494
201809,基隆港,442,7276395,132,1023285,2,6818,5,46456,69,962793,47,445598,1,4022,1,6393,1,8513,15,320936,1,8715,0,0,0,0,0,0,1,29165,0,0,41,1256671,0,0,35,480230,25,767029,0,0,0,0,5,48050,0,0,1,2984,0,0,0,0,24,594944,0,0,0,0,1,54152,0,0,12,748656,0,0,0,0,2,67510,0,0,1,8559,10,320327,10,64589
201809,高雄港,1445,38051293,328,3462010,18,841977,37,230195,183,5262478,71,599093,2,7487,5,86779,6,235888,131,4153081,2,24368,0,0,0,0,0,0,1,29165,0,0,136,5425375,0,0,243,6316729,21,736392,2,7866,1,1714,9,82076,0,0,10,26586,0,0,0,0,65,2822703,1,14132,12,921131,5,247073,0,0,15,917696,6,252524,10,920450,27,1063103,0,0,23,868263,30,1765140,45,729819
201809,花蓮港,100,887130,82,512854,0,0,0,0,1,6278,3,11771,1,14446,0,0,0,0,3,81729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,183578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,76474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201809,臺中港,664,11573973,125,2417734,1,48029,24,127289,87,1269820,74,632482,6,30243,2,12547,1,5182,58,942773,0,0,0,0,0,0,0,0,2,53164,0,0,33,1044166,0,0,116,2355182,6,132150,8,26776,0,0,6,89124,0,0,10,23599,0,0,1,2245,36,1077528,0,0,0,0,2,94279,0,0,7,148454,4,208083,0,0,1,14308,1,97496,4,201848,8,243136,41,276336
201809,蘇澳港,37,575068,17,284489,0,0,0,0,4,76318,2,13451,0,0,0,0,1,25709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22852,0,0,9,80198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31532,0,0,0,0,0,0,0,0,1,30011,1,10508,0,0,0,0,0,0,0,0,0,0,0,0
201809,安平港,40,343281,7,63467,0,0,2,10269,6,27662,4,13487,0,0,0,0,1,3122,4,77483,0,0,0,0,1,1201,0,0,1,29575,0,0,1,29734,0,0,5,30987,0,0,1,3793,0,0,0,0,0,0,0,0,0,0,0,0,1,8539,0,0,0,0,0,0,0,0,0,0,1,23190,0,0,0,0,0,0,0,0,0,0,5,20772
201809,臺北港,359,7767773,106,970689,2,134236,6,27226,28,561446,21,129895,0,0,0,0,0,0,74,2313247,0,0,0,0,0,0,0,0,1,29165,0,0,15,400781,0,0,62,1760820,2,129944,0,0,0,0,0,0,0,0,5,15045,0,0,0,0,4,205231,0,0,0,0,2,137776,0,0,11,600281,0,0,0,0,4,160242,0,0,1,8559,2,167212,13,15978
201810,國際商港,3148,65431577,877,9195217,28,1532045,93,573204,381,8226270,214,1700714,13,106727,3,16221,6,460860,310,8651145,4,68195,0,0,8,16572,0,0,4,112766,0,0,208,8673136,1,3095,473,9786338,52,1860318,5,20096,1,1830,18,159956,0,0,20,62340,0,0,3,42591,111,3764623,3,189192,11,631583,4,192140,0,0,40,1907794,9,337036,8,637137,27,790418,2,274789,37,1713304,51,2377504,123,1346421
201810,基隆港,473,7045127,171,1178110,2,6818,8,101757,74,934871,45,426136,0,0,1,6393,0,0,12,260849,2,18641,0,0,0,0,0,0,1,29589,0,0,39,1575094,0,0,36,438637,27,1015692,0,0,0,0,5,48050,0,0,1,8036,0,0,0,0,16,264247,1,14132,0,0,1,54152,0,0,3,224762,0,0,0,0,3,87250,0,0,1,25165,10,238189,14,88557
201810,高雄港,1479,37509252,345,3713266,21,1360398,42,267997,190,5419461,81,592148,8,48087,1,3435,5,460841,157,5091394,2,49554,0,0,1,3533,0,0,1,29589,0,0,111,4872514,1,3095,241,5106352,17,553840,1,5738,1,1830,6,55710,0,0,11,30024,0,0,1,8588,60,2453188,2,175060,11,631583,1,42020,0,0,17,995328,6,246435,8,637137,17,537033,2,274789,30,1437075,28,1620727,53,781483
201810,花蓮港,108,934972,90,491373,0,0,0,0,4,69933,1,4696,1,13706,0,0,1,19,2,45854,0,0,0,0,0,0,0,0,0,0,0,0,1,43753,0,0,8,265638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201810,臺中港,657,11588861,140,2509539,0,0,33,153332,80,1109803,66,561058,4,44934,1,6393,0,0,63,1275870,0,0,0,0,0,0,0,0,2,53588,0,0,38,1251062,0,0,110,2263767,7,232019,4,14358,0,0,7,56196,0,0,4,8532,0,0,2,34003,27,727914,0,0,0,0,2,95968,0,0,6,106664,2,67404,0,0,2,35326,0,0,4,214498,9,349274,44,417359
201810,蘇澳港,41,404564,15,147552,0,0,0,0,2,17777,5,20747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,45704,0,0,12,91584,0,0,0,0,0,0,0,0,0,0,2,8687,0,0,0,0,2,63954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8559,0,0,0,0
201810,安平港,41,325905,12,92520,2,998,2,4050,2,8012,3,8989,0,0,0,0,0,0,0,0,0,0,0,0,5,5973,0,0,0,0,0,0,2,47584,0,0,8,67659,0,0,0,0,0,0,0,0,0,0,1,5529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26751,1,23197,0,0,0,0,0,0,0,0,0,0,2,34643
201810,臺北港,349,7622896,104,1062857,3,163831,8,46068,29,666413,13,86940,0,0,0,0,0,0,76,1977178,0,0,0,0,2,7066,0,0,0,0,0,0,15,837425,0,0,58,1552701,1,58767,0,0,0,0,0,0,0,0,1,1532,0,0,0,0,6,255320,0,0,0,0,0,0,0,0,13,554289,0,0,0,0,5,130809,0,0,1,28007,4,169314,10,24379
201811,國際商港,3179,68106041,842,8724528,28,1113272,70,540771,389,8454279,233,2009292,13,134579,5,31836,7,353785,281,7309507,3,29424,0,0,8,26434,1,28823,4,249756,0,0,234,9360539,0,0,501,11498904,50,1672825,2,7820,1,1830,17,162158,0,0,30,92345,0,0,0,0,129,4985247,1,14132,12,1152459,13,729511,3,228459,37,2062333,10,267937,8,573113,36,1066917,3,208786,27,1041447,52,3041822,129,931171
201811,基隆港,512,7663453,177,1007421,6,18552,5,77412,77,1030588,50,492158,1,4417,2,12786,1,9792,10,190705,2,19514,0,0,0,0,0,0,1,29168,0,0,42,1516226,0,0,41,474566,32,1038938,0,0,0,0,5,48050,0,0,3,8518,0,0,0,0,21,492531,1,14132,0,0,2,110921,2,145597,4,364947,0,0,1,28381,6,160045,0,0,0,0,7,285411,13,82677
201811,高雄港,1465,39021985,307,3437591,16,702800,32,266850,193,5542890,79,743125,6,76875,1,6264,5,300183,135,3637890,1,9910,0,0,2,7760,1,28823,2,191420,0,0,141,6154962,0,0,254,6355470,13,421574,1,5738,1,1830,7,66058,0,0,10,38230,0,0,0,0,73,3477534,0,0,12,1152459,8,411926,1,82862,16,885810,6,137729,7,544732,24,773357,1,13794,21,835140,31,2058020,58,652379
201811,花蓮港,108,896221,85,441577,0,0,2,19992,3,89458,4,35892,0,0,0,0,0,0,0,0,0,0,0,0,2,13886,0,0,0,0,0,0,1,46832,0,0,8,202726,1,44866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,992
201811,臺中港,639,11166352,127,2222441,2,131741,22,117638,80,1191397,76,607746,5,48929,2,12786,0,0,60,1279772,0,0,0,0,0,0,0,0,1,29168,0,0,30,824553,0,0,125,2599642,4,167447,1,2082,0,0,5,48050,0,0,11,27653,0,0,0,0,28,925625,0,0,0,0,0,0,0,0,5,88777,3,100243,0,0,4,78641,2,194992,4,147064,7,159650,35,160315
201811,蘇澳港,42,550996,20,268053,0,0,0,0,5,90812,3,12362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,68556,0,0,8,69661,0,0,0,0,0,0,0,0,0,0,2,8508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33044,0,0
201811,安平港,43,319145,12,90937,0,0,4,27440,1,2981,6,21661,0,0,0,0,0,0,2,15156,0,0,0,0,4,4788,0,0,0,0,0,0,1,29744,0,0,3,28163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,37289,0,0,0,0,0,0,0,0,0,0,1,29965,0,0,0,0,0,0,0,0,1,22887,3,8134
201811,臺北港,370,8487889,114,1256508,4,260179,5,31439,30,506153,15,96348,1,4358,0,0,1,43810,74,2185984,0,0,0,0,0,0,0,0,0,0,0,0,16,719666,0,0,62,1768676,0,0,0,0,0,0,0,0,0,0,4,9436,0,0,0,0,2,52268,0,0,0,0,3,206664,0,0,12,722799,0,0,0,0,2,54874,0,0,2,59243,5,482810,18,26674
201812,國際商港,3059,64854300,848,9238494,28,1170196,75,576077,368,8062695,228,1938261,14,123309,2,12786,8,365180,296,8382603,1,43968,0,0,14,70376,0,0,3,82335,0,0,212,7453416,0,0,443,10782496,50,1783726,1,2082,1,2057,22,213293,0,0,17,96198,0,0,2,26925,129,4367273,1,14132,7,704795,5,240124,4,177472,39,2385822,14,291847,9,590703,12,414541,5,504081,23,898508,57,2976389,121,862140
201812,基隆港,455,7153813,155,1032041,3,56960,3,49097,70,1010639,50,463030,0,0,1,6393,1,9792,11,215199,0,0,0,0,0,0,0,0,1,29168,0,0,41,1456282,0,0,31,365268,28,962697,0,0,0,0,7,67270,0,0,1,2565,0,0,0,0,18,316033,1,14132,0,0,1,54152,1,82862,6,530611,0,0,0,0,1,42609,0,0,1,25165,11,234647,12,127201
201812,高雄港,1412,37790730,318,3779680,19,940404,32,279614,180,5322862,81,760536,8,67778,0,0,3,306358,154,5098323,0,0,0,0,2,10519,0,0,0,0,0,0,117,4240276,0,0,229,6051621,16,588828,0,0,1,2057,8,78753,0,0,6,32323,0,0,1,9383,77,3051032,0,0,7,704795,4,185972,2,89150,17,1142680,7,191139,8,570552,11,371932,5,504081,20,794081,29,2066369,50,549632
201812,花蓮港,102,784210,83,456696,1,26594,0,0,6,95679,1,4696,0,0,0,0,2,38,0,0,1,43968,0,0,3,20829,0,0,0,0,0,0,1,43753,0,0,4,91957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201812,臺中港,678,10626934,167,2308584,2,8030,25,135683,79,1123144,70,561558,4,42548,1,6393,1,5182,57,1077456,0,0,0,0,5,34256,0,0,2,53167,0,0,41,1189895,0,0,103,2218958,5,173434,1,2082,0,0,7,67270,0,0,9,58380,0,0,1,17542,33,995899,0,0,0,0,0,0,1,5460,4,71548,3,36141,0,0,0,0,0,0,1,51255,11,244837,45,138232
201812,蘇澳港,33,389036,11,166491,1,9,0,0,2,11452,4,17758,1,8216,0,0,0,0,1,22402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,147773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10508,0,0,0,0,0,0,0,0,0,0,1,4427
201812,安平港,47,331712,13,84143,0,0,9,43816,4,34323,2,8718,0,0,0,0,0,0,2,8811,0,0,0,0,4,4772,0,0,0,0,0,0,1,27095,0,0,5,35287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4309,0,0,0,0,0,0,0,0,0,0,3,54059,1,20151,0,0,0,0,0,0,0,0,2,6228
201812,臺北港,332,7777865,101,1410859,2,138199,6,67867,27,464596,20,121965,1,4767,0,0,1,43810,71,1960412,0,0,0,0,0,0,0,0,0,0,0,0,11,496115,0,0,60,1871632,1,58767,0,0,0,0,0,0,0,0,1,2930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,640983,0,0,0,0,0,0,0,0,1,28007,6,430536,11,36420
201901,國際商港,3234,69764531,860,8972990,27,1268197,87,557840,388,8657230,272,2265445,10,52350,5,61988,4,237869,311,8490365,4,54967,0,0,5,31305,1,40033,4,250379,0,0,237,9324194,0,0,459,12007570,63,2163315,0,0,1,1830,20,196816,0,0,33,117402,0,0,2,20189,134,5042900,1,14132,11,1009279,15,844110,0,0,33,1511638,7,180628,7,411964,19,457949,2,258385,32,1262481,51,2349739,129,1649052
201901,基隆港,468,7384515,138,949446,4,36821,9,89923,80,1111978,53,520325,1,4417,2,12786,1,9792,10,209460,2,19852,0,0,0,0,0,0,0,0,0,0,49,1855954,0,0,33,507933,31,1028977,0,0,0,0,5,48050,0,0,3,34301,0,0,0,0,22,468758,1,14132,0,0,1,54152,0,0,1,71786,0,0,1,28381,2,62349,0,0,1,8559,7,168235,11,68148
201901,高雄港,1487,40272738,326,3703490,16,834510,39,181948,185,5609405,91,714059,3,16612,0,0,2,228058,148,4358555,2,35115,0,0,0,0,1,40033,3,220588,0,0,135,5820122,0,0,253,7356340,20,649337,0,0,1,1830,9,91105,0,0,14,42150,0,0,2,20189,69,3236608,0,0,9,937573,9,484055,0,0,18,1015715,5,124673,6,383583,16,374582,1,160889,23,1057388,31,1618233,50,955993
201901,花蓮港,108,931873,81,444760,0,0,2,87600,2,23241,6,59022,0,0,0,0,1,19,1,9983,0,0,0,0,4,27772,0,0,0,0,0,0,0,0,0,0,10,228221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51255,0,0,0,0
201901,臺中港,716,12041716,184,2345026,0,0,24,126170,83,1179697,85,755783,3,16101,3,49202,0,0,68,1432613,0,0,0,0,0,0,0,0,1,29791,0,0,38,1223045,0,0,100,2003141,10,410891,0,0,0,0,6,57661,0,0,5,8434,0,0,0,0,39,1119534,0,0,2,71706,2,99239,0,0,5,89435,1,32749,0,0,1,21018,1,97496,4,100154,8,241510,43,531320
201901,蘇澳港,43,532185,14,188536,0,0,0,0,2,13996,9,44957,1,5758,0,0,0,0,1,9981,0,0,0,0,0,0,0,0,0,0,0,0,3,68556,0,0,9,133687,0,0,0,0,0,0,0,0,0,0,1,5628,0,0,0,0,1,43968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17118,0,0,0,0
201901,安平港,48,304384,17,60653,1,26594,7,40419,0,0,6,17990,1,5367,0,0,0,0,1,8720,0,0,0,0,0,0,0,0,0,0,0,0,2,46952,0,0,3,22467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23206,0,0,0,0,0,0,0,0,1,22887,8,29129
201901,臺北港,364,8297120,100,1281079,6,370272,6,31780,36,718913,22,153309,1,4095,0,0,0,0,82,2461053,0,0,0,0,1,3533,0,0,0,0,0,0,10,309565,0,0,51,1755781,2,74110,0,0,0,0,0,0,0,0,10,26889,0,0,0,0,3,174032,0,0,0,0,3,206664,0,0,9,334702,0,0,0,0,0,0,0,0,1,28007,4,298874,17,64462
201902,國際商港,2471,55254554,655,7953343,21,793068,55,437983,282,6807526,177,1535289,6,33223,4,52637,8,148894,255,6558752,1,9588,0,0,3,17419,0,0,5,147482,0,0,188,6844996,1,49,348,8971792,57,2237522,0,0,2,3544,21,201810,0,0,27,65444,0,0,0,0,95,3283308,3,42396,8,798545,3,165060,2,165724,40,2265422,17,288334,9,721960,13,474717,1,43767,24,1162064,44,2167798,96,855098
201902,基隆港,340,5822218,98,723045,5,61189,3,41993,54,875454,34,304217,0,0,1,6393,1,9799,7,114596,0,0,0,0,0,0,0,0,1,29575,0,0,33,1021153,0,0,27,513360,26,837047,0,0,0,0,7,67270,0,0,5,7940,0,0,0,0,12,291529,1,14132,0,0,1,54152,1,82862,5,447338,1,10508,0,0,1,42609,0,0,0,0,8,247738,8,18319
201902,高雄港,1176,32011008,275,3716113,15,682166,25,248574,143,4743821,62,589910,3,17752,2,39851,1,25709,121,3780383,1,9588,0,0,1,3533,0,0,2,58743,0,0,107,4280743,1,49,184,4704125,23,1041687,0,0,2,3544,7,67270,0,0,12,28850,0,0,0,0,51,2076881,1,14132,8,798545,1,42020,1,82862,17,953176,7,139506,9,721960,10,386548,1,43767,21,1074368,19,1089190,43,545642
201902,花蓮港,71,487768,59,345368,0,0,0,0,2,42762,1,4684,0,0,0,0,3,57,0,0,0,0,0,0,2,13886,0,0,0,0,0,0,0,0,0,0,4,81011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201902,臺中港,547,9554114,136,1954239,1,49713,16,94173,64,929458,62,477587,3,15471,1,6393,1,25709,59,1125759,0,0,0,0,0,0,0,0,2,59164,0,0,36,1197227,0,0,74,1782444,8,358788,0,0,0,0,7,67270,0,0,7,23720,0,0,0,0,25,730245,1,14132,0,0,0,0,0,0,4,71548,2,42535,0,0,1,18123,0,0,2,59689,9,229963,26,220764
201902,蘇澳港,29,345729,12,161043,0,0,0,0,1,16405,3,12178,0,0,0,0,0,0,1,5394,0,0,0,0,0,0,0,0,0,0,0,0,1,22852,0,0,6,100374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9448,0,0,0,0,0,0,0,0,0,0,1,12047,0,0,0,0,0,0,0,0,0,0,2,5988
201902,安平港,30,258253,4,7279,0,0,4,13441,2,4978,4,10489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,63742,0,0,2,15056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28814,0,0,0,0,0,0,0,0,0,0,5,73230,0,0,0,0,0,0,0,0,0,0,4,41224
